Class,Xstreams,Threads,Time(s),Time(nanos),Status
C,1,28,2150.27666666666666666666,78926940559.66333333333333333333,SUCCESSFUL
C,2,1,541.22000000000000000000,271970135617.01000000000000000000,SUCCESSFUL
C,2,2,569.09666666666666666666,143477163319.01333333333333333333,SUCCESSFUL
C,2,4,714.00333333333333333333,91663157524.35000000000000000000,SUCCESSFUL
C,2,7,1020.36333333333333333333,77736211534.99333333333333333333,SUCCESSFUL
C,2,8,1239.00666666666666666666,82727073487.34333333333333333333,SUCCESSFUL
C,2,14,1597.03666666666666666666,61458612276.99666666666666666666,SUCCESSFUL
C,2,28,1340.72000000000000000000,86000626876.00000000000000000000,SUCCESSFUL
C,4,1,557.66666666666666666666,141302584502.32333333333333333333,SUCCESSFUL
C,4,2,639.53666666666666666666,83832360055.99666666666666666666,SUCCESSFUL
C,4,4,1057.62000000000000000000,74946121345.02000000000000000000,SUCCESSFUL
C,4,7,1384.77000000000000000000,53262180904.33333333333333333333,SUCCESSFUL
C,4,8,1164.90333333333333333333,56696997384.33000000000000000000,SUCCESSFUL
C,4,14,1226.35333333333333333333,62448994468.64333333333333333333,SUCCESSFUL
C,4,28,1355.93666666666666666666,75429402185.99333333333333333333,SUCCESSFUL
C,7,1,584.73666666666666666666,85177240393.99666666666666666666,SUCCESSFUL
C,7,2,786.77000000000000000000,69708749734.66333333333333333333,SUCCESSFUL
C,7,4,1305.62333333333333333333,50489558622.01000000000000000000,SUCCESSFUL
C,7,7,1188.00666666666666666666,52607611537.33000000000000000000,SUCCESSFUL
C,7,8,1197.95666666666666666666,53798755850.66333333333333333333,SUCCESSFUL
C,7,14,1245.32000000000000000000,59841583153.99000000000000000000,SUCCESSFUL
C,7,28,1376.21666666666666666666,74115134478.31666666666666666666,SUCCESSFUL
C,8,1,615.47333333333333333333,78539617446.64000000000000000000,SUCCESSFUL
C,8,2,887.01000000000000000000,69232403596.32000000000000000000,SUCCESSFUL
C,8,4,1163.04333333333333333333,49417680879.30000000000000000000,SUCCESSFUL
C,8,7,1193.34666666666666666666,52522966881.32000000000000000000,SUCCESSFUL
C,8,8,1198.74000000000000000000,53578178726.00000000000000000000,SUCCESSFUL
C,8,14,1251.30666666666666666666,60478447019.00666666666666666666,SUCCESSFUL
C,8,28,1382.52666666666666666666,75373045850.33000000000000000000,SUCCESSFUL
C,14,1,690.92333333333333333333,53816289174.00333333333333333333,SUCCESSFUL
C,14,2,1229.84333333333333333333,48163088038.68333333333333333333,SUCCESSFUL
C,14,4,1195.44666666666666666666,48756683992.67000000000000000000,SUCCESSFUL
C,14,7,1215.72000000000000000000,51595746905.99000000000000000000,SUCCESSFUL
C,14,8,1227.23333333333333333333,52823268067.98333333333333333333,SUCCESSFUL
C,14,14,1273.80666666666666666666,59914407135.99666666666666666666,SUCCESSFUL
C,14,28,1405.20333333333333333333,80104237332.67000000000000000000,SUCCESSFUL
C,28,1,1240.60000000000000000000,46485189155.98333333333333333333,SUCCESSFUL
C,28,2,1212.32000000000000000000,47519409090.03000000000000000000,SUCCESSFUL
C,28,4,1235.29000000000000000000,48792392262.02666666666666666666,SUCCESSFUL
C,28,7,1263.59333333333333333333,52477970256.00333333333333333333,SUCCESSFUL
C,28,8,1274.23333333333333333333,53990923112.99666666666666666666,SUCCESSFUL
C,28,14,1335.42666666666666666666,64910783805.34333333333333333333,SUCCESSFUL
C,28,28,1474.86333333333333333333,94981753677.67333333333333333333,SUCCESSFUL
