Xstreams,Threads,Time(s),Time(nanos),Status
1,1,20.84000000000000000000,20.84333333333333333333,SUCCESSFUL
2,1,21.78000000000000000000,10.96000000000000000000,SUCCESSFUL
4,1,23.21666666666666666666,5.83000000000000000000,SUCCESSFUL
7,1,27.76666666666666666666,4.56666666666666666666,SUCCESSFUL
8,1,29.90000000000000000000,4.68666666666666666666,SUCCESSFUL
14,1,45.16333333333333333333,3.84000000000000000000,SUCCESSFUL
28,1,55.31666666666666666666,4.85000000000000000000,SUCCESSFUL
